ds,yhat,y,Diff
2017-01-01,78.58765056959166,78.6483,-0.060649430408346916
2018-01-01,78.48871051284307,78.7997,-0.310989487156931
2019-01-01,78.31414114737352,78.916,-0.6018588526264779
2020-01-01,79.17466186666364,77.0115,2.1631618666636427
2021-01-01,78.20309533307929,76.3836,1.8194953330792885
