ds,yhat,y,Diff
2017-01-01,78.65286272992535,78.6483,0.004562729925339681
2018-01-01,78.61219949837809,78.7997,-0.187500501621912
2019-01-01,78.47326437779647,78.916,-0.4427356222035286
2020-01-01,78.40148764021043,77.0115,1.3899876402104354
2021-01-01,78.37239536133494,76.3836,1.9887953613349367
